json,image,W,H,n_objs,mode,note
수정됨_05_sou_0539_038791_180_clothes_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_0539_038791_180_clothes_05outer_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_0569_040947_140_clothes_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0569_040947_140_clothes_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0575_041390_250_clothes_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_0575_041390_250_clothes_05outer_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_0576_041402_10_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_0576_041402_10_model_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0584_042001_240_model_02top(others)_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/수정됨_05_sou_0584_042001_240_model_02top(others)_08aniaml.jpg,607,1080,1,combo,ok
수정됨_05_sou_0586_042160_30_clothes_02top(others)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_0586_042160_30_clothes_02top(others)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0586_042191_340_clothes_02top(others)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_0586_042191_340_clothes_02top(others)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0592_042615_260_clothes_02top(others)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_0592_042615_260_clothes_02top(others)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0597_042925_120_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_0597_042925_120_model_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0613_044088_230_model_04-2onepiece(jumpsuite)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_0613_044088_230_model_04-2onepiece(jumpsuite)_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_0614_044161_240_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_0614_044161_240_model_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0616_044296_150_model_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_0616_044296_150_model_03bottom_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_0617_044403_140_clothes_03bottom_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/수정됨_05_sou_0617_044403_140_clothes_03bottom_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0618_044470_90_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_0618_044470_90_clothes_03bottom_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0627_045118_90_clothes_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0627_045118_90_clothes_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0628_045153_80_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0628_045153_80_model_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0635_045712_270_clothes_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_0635_045712_270_clothes_05outer_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_0637_045811_180_model_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_0637_045811_180_model_05outer_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_0640_046022_130_model_05outer_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/dot/수정됨_05_sou_0640_046022_130_model_05outer_06dot.jpg,607,1080,1,combo,ok
수정됨_05_sou_0641_046106_250_model_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_0641_046106_250_model_05outer_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_0645_046406_10_clothes_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_0645_046406_10_clothes_05outer_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_0647_046558_90_clothes_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_0647_046558_90_clothes_05outer_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_0651_046804_30_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_0651_046804_30_model_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0653_046952_70_model_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_0653_046952_70_model_05outer_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_0665_047864_190_clothes_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/수정됨_05_sou_0665_047864_190_clothes_04-1onepiece(dress)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0668_048077_160_clothes_04-1onepiece(dress)_09artifact.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/artifact/수정됨_05_sou_0668_048077_160_clothes_04-1onepiece(dress)_09artifact.jpg,607,1080,1,combo,ok
수정됨_05_sou_0671_048255_140_model_04-1onepiece(dress)_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/수정됨_05_sou_0671_048255_140_model_04-1onepiece(dress)_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_0678_048768_230_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_0678_048768_230_model_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0682_049071_20_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_0682_049071_20_clothes_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0687_049415_220_model_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_0687_049415_220_model_05outer_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_0689_049573_0_clothes_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_0689_049573_0_clothes_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0692_049758_50_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0692_049758_50_model_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0700_050386_210_clothes_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_0700_050386_210_clothes_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0704_050620_30_model_05outer_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/수정됨_05_sou_0704_050620_30_model_05outer_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_0708_050908_30_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0708_050908_30_model_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0713_051312_110_clothes_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_0713_051312_110_clothes_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0719_051763_300_clothes_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0719_051763_300_clothes_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0721_051844_30_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0721_051844_30_model_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0723_052030_90_clothes_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0723_052030_90_clothes_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0731_052568_70_model_05outer_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/수정됨_05_sou_0731_052568_70_model_05outer_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_0732_052663_300_model_05outer_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/수정됨_05_sou_0732_052663_300_model_05outer_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_0734_052821_80_clothes_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_0734_052821_80_clothes_05outer_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_0735_052886_10_clothes_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0735_052886_10_clothes_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0744_053555_220_clothes_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_0744_053555_220_clothes_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0754_054223_60_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0754_054223_60_model_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0754_054272_190_clothes_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0754_054272_190_clothes_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0762_054815_220_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_0762_054815_220_model_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0764_054969_320_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_0764_054969_320_model_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0783_056329_240_model_05outer_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/수정됨_05_sou_0783_056329_240_model_05outer_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_0795_057184_150_model_05outer_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/수정됨_05_sou_0795_057184_150_model_05outer_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_0797_057377_280_clothes_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_0797_057377_280_clothes_05outer_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_0804_057838_210_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0804_057838_210_model_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0811_058366_90_clothes_03bottom_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/수정됨_05_sou_0811_058366_90_clothes_03bottom_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_0819_058898_10_model_03bottom_05symbol.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/symbol/수정됨_05_sou_0819_058898_10_model_03bottom_05symbol.jpg,607,1080,1,combo,ok
수정됨_05_sou_0819_058954_210_clothes_03bottom_05symbol.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/symbol/수정됨_05_sou_0819_058954_210_clothes_03bottom_05symbol.jpg,607,1080,1,combo,ok
수정됨_05_sou_0823_059210_250_model_03bottom_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/수정됨_05_sou_0823_059210_250_model_03bottom_06dot.jpg,607,1080,1,combo,ok
수정됨_05_sou_0825_059344_150_model_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_0825_059344_150_model_03bottom_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_0826_059417_160_model_04-2onepiece(jumpsuite)_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/수정됨_05_sou_0826_059417_160_model_04-2onepiece(jumpsuite)_06dot.jpg,607,1080,1,combo,ok
수정됨_05_sou_0834_060037_240_clothes_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_0834_060037_240_clothes_01top(t-shirts)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_0844_060707_100_model_04-2onepiece(jumpsuite)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_0844_060707_100_model_04-2onepiece(jumpsuite)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0846_060856_150_model_04-2onepiece(jumpsuite)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_0846_060856_150_model_04-2onepiece(jumpsuite)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0853_061370_250_model_04-1onepiece(dress)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_0853_061370_250_model_04-1onepiece(dress)_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_0853_061405_240_clothes_04-1onepiece(dress)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_0853_061405_240_clothes_04-1onepiece(dress)_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_0854_061457_40_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_0854_061457_40_clothes_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0861_061976_190_clothes_04-1onepiece(dress)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_0861_061976_190_clothes_04-1onepiece(dress)_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_0863_062127_260_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_0863_062127_260_clothes_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0872_062729_160_model_02top(others)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_0872_062729_160_model_02top(others)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0873_062786_10_model_02top(others)_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_0873_062786_10_model_02top(others)_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_0876_063065_280_clothes_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0876_063065_280_clothes_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0877_063107_340_model_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0877_063107_340_model_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0880_063340_150_clothes_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0880_063340_150_clothes_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0880_063347_220_clothes_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0880_063347_220_clothes_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0881_063377_160_model_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0881_063377_160_model_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0892_064179_260_model_02top(others)_04etc nature.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etcnature/수정됨_05_sou_0892_064179_260_model_02top(others)_04etc nature.jpg,607,1080,1,combo,ok
수정됨_05_sou_0911_065523_20_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0911_065523_20_model_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0911_065579_220_clothes_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0911_065579_220_clothes_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0912_065602_90_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0912_065602_90_model_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0912_065617_240_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0912_065617_240_model_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0921_066250_90_model_03bottom_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/수정됨_05_sou_0921_066250_90_model_03bottom_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0922_066362_130_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_0922_066362_130_clothes_03bottom_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0924_066475_180_model_03bottom_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/수정됨_05_sou_0924_066475_180_model_03bottom_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_0925_066592_270_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_0925_066592_270_clothes_03bottom_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0927_066714_50_clothes_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_0927_066714_50_clothes_03bottom_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_0930_066960_350_clothes_03bottom_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/수정됨_05_sou_0930_066960_350_clothes_03bottom_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0934_067191_140_model_03bottom_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/수정됨_05_sou_0934_067191_140_model_03bottom_06dot.jpg,607,1080,1,combo,ok
수정됨_05_sou_0934_067231_180_clothes_03bottom_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/수정됨_05_sou_0934_067231_180_clothes_03bottom_06dot.jpg,607,1080,1,combo,ok
수정됨_05_sou_0936_067373_160_clothes_03bottom_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/수정됨_05_sou_0936_067373_160_clothes_03bottom_06dot.jpg,607,1080,1,combo,ok
수정됨_05_sou_0936_067378_210_clothes_03bottom_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/수정됨_05_sou_0936_067378_210_clothes_03bottom_06dot.jpg,607,1080,1,combo,ok
수정됨_05_sou_0937_067437_80_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_0937_067437_80_clothes_03bottom_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0950_068333_40_model_01top(t-shirts)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_0950_068333_40_model_01top(t-shirts)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0952_068510_10_clothes_01top(t-shirts)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_0952_068510_10_clothes_01top(t-shirts)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_0955_068727_20_clothes_01top(t-shirts)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0955_068727_20_clothes_01top(t-shirts)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0960_069093_80_clothes_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_0960_069093_80_clothes_01top(t-shirts)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_0960_069116_310_clothes_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_0960_069116_310_clothes_01top(t-shirts)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_0962_069232_30_clothes_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_0962_069232_30_clothes_01top(t-shirts)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_0964_069341_40_model_02top(others)_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_0964_069341_40_model_02top(others)_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_0965_069435_260_model_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_0965_069435_260_model_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_0970_069822_170_clothes_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_0970_069822_170_clothes_02top(others)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_0977_070305_320_model_02top(others)_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_0977_070305_320_model_02top(others)_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_0993_071441_160_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_0993_071441_160_model_03bottom_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_1008_072506_10_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_1008_072506_10_model_03bottom_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_1009_072603_260_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_1009_072603_260_model_03bottom_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_1012_072806_130_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_1012_072806_130_model_03bottom_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_1015_073022_130_model_03bottom_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/수정됨_05_sou_1015_073022_130_model_03bottom_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_1023_073628_70_clothes_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_1023_073628_70_clothes_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_1032_074242_90_model_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_1032_074242_90_model_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_1037_074603_100_model_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_1037_074603_100_model_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_1038_074730_290_clothes_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_1038_074730_290_clothes_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_1041_074949_320_clothes_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_1041_074949_320_clothes_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_1055_075928_30_clothes_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_1055_075928_30_clothes_03bottom_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_1059_076185_80_model_03bottom_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/수정됨_05_sou_1059_076185_80_model_03bottom_06dot.jpg,607,1080,1,combo,ok
수정됨_05_sou_1079_077640_230_model_02top(others)_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/dot/수정됨_05_sou_1079_077640_230_model_02top(others)_06dot.jpg,607,1080,1,combo,ok
수정됨_05_sou_1079_077651_340_model_02top(others)_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/dot/수정됨_05_sou_1079_077651_340_model_02top(others)_06dot.jpg,607,1080,1,combo,ok
수정됨_05_sou_1082_077884_150_clothes_02top(others)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_1082_077884_150_clothes_02top(others)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_1083_077947_60_clothes_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_1083_077947_60_clothes_02top(others)_03plants.jpg,607,1080,1,combo,ok
